sleep,class,study,activity,happiness,performance
9,13,8,1,4,61
9,2,6,9,4,58
5,2,7,5,6,47
10,7,2,9,2,78
16,4,15,5,3,23
7,5,4,10,10,28
6,2,4,6,6,81
2,2,6,1,4,58
7,12,15,6,5,40
7,13,2,10,4,8
7,3,10,2,8,60
5,12,14,9,3,5
4,7,14,8,9,3
14,3,7,9,0,55
13,10,14,2,4,42
17,5,13,10,2,87
19,4,11,7,8,1
17,9,10,7,3,13
9,9,5,10,1,5
17,15,10,8,6,65
8,5,15,3,3,14
7,11,7,10,6,1
6,7,3,7,3,65
13,6,1,7,5,37
3,5,8,4,3,90
13,8,14,4,6,51
14,6,3,4,1,76
19,1,11,9,2,38
10,11,1,6,4,22
17,9,2,1,5,54
6,5,13,8,1,31
5,4,15,4,8,9
9,14,6,8,5,91
2,10,10,4,10,88
12,1,15,9,9,28
2,8,14,9,0,17
4,3,14,4,10,83
9,11,11,4,10,27
19,4,15,9,8,2
15,4,1,1,4,19
10,12,5,5,0,79
16,2,9,7,4,1
18,12,7,2,4,70
1,3,9,3,8,27
18,12,3,7,2,73
8,5,2,3,5,26
1,14,10,9,8,41
17,15,9,4,4,62
4,11,4,1,10,78
5,9,3,1,6,94
12,15,3,9,8,10
17,12,3,7,7,96
8,10,5,6,8,30
7,3,6,7,9,90
17,6,9,5,2,97
18,5,4,9,6,23
14,8,3,5,9,84
3,6,13,7,9,12
1,3,14,6,2,61
1,6,15,2,6,99
19,6,14,9,6,78
18,5,9,6,6,98
18,2,12,6,10,56
9,14,13,2,4,27
3,8,10,4,9,99
8,15,15,3,2,68
19,2,13,10,5,1
19,7,9,9,1,63
6,10,2,7,2,13
3,10,8,3,10,52
9,11,11,3,3,78
13,10,12,2,8,32
5,6,3,10,2,95
6,8,4,3,10,55
17,4,13,3,9,78
9,2,15,6,3,39
13,8,12,2,10,41
9,15,6,5,8,21
16,11,7,6,8,94
16,12,7,4,5,55
16,3,12,4,1,91
5,15,6,7,4,79
4,1,6,2,1,32
18,8,13,3,4,75
14,9,11,4,4,80
11,13,8,6,5,54
3,2,1,6,4,51
18,13,13,3,2,21
5,9,6,10,6,51
5,10,10,2,4,39
6,15,7,5,4,37
16,3,8,10,1,72
15,1,1,1,4,20
2,3,5,3,0,27
18,1,8,3,6,73
11,2,13,10,8,38
12,1,4,4,10,58
5,2,5,10,1,29
11,14,11,9,2,37
10,7,1,2,0,84
8,2,12,7,0,28
13,3,7,9,9,19
7,15,5,9,0,93
17,1,15,3,7,32
6,9,15,8,3,19
16,11,8,8,9,4
12,15,2,9,8,66
2,5,11,10,4,14
10,10,7,4,8,32
4,6,12,9,8,83
12,10,13,1,8,31
8,4,12,4,7,19
13,5,6,10,2,12
17,9,6,7,5,26
1,8,10,8,7,71
7,5,4,1,6,15
12,9,3,10,0,25
5,12,7,6,0,59
13,13,1,8,0,19
6,13,7,9,1,46
15,11,13,2,1,76
18,15,9,10,7,7
18,9,3,8,4,21
15,11,3,10,2,16
15,3,9,5,0,39
11,11,4,1,5,59
2,7,10,2,0,61
4,1,8,3,8,59
3,9,3,5,6,85
12,4,9,3,8,14
15,2,6,3,10,82
18,4,12,3,1,79
8,7,9,1,3,11
3,11,2,6,5,19
9,9,15,8,4,78
14,6,10,8,3,58
5,4,9,2,6,75
19,9,5,1,0,62
6,5,14,10,2,98
19,8,8,3,0,70
7,6,1,2,8,37
19,1,8,8,0,1
19,3,7,6,8,58
19,12,7,6,3,90
1,4,9,3,1,67
6,8,4,6,1,73
9,9,7,3,0,33
17,15,3,5,5,15
19,5,5,10,3,56
11,14,14,5,3,77
8,9,11,10,9,65
15,8,5,1,0,13
10,6,4,8,10,73
12,7,11,1,8,30
3,14,14,5,0,64
13,8,1,3,2,61
14,10,1,8,10,53
7,4,2,8,4,30
2,12,6,9,7,99
18,9,15,1,10,19
11,4,7,8,7,71
1,8,9,5,4,17
6,5,8,10,2,30
5,11,2,9,10,39
11,7,5,4,4,37
8,11,13,2,0,26
12,9,9,4,3,19
19,13,5,2,6,69
18,14,2,2,1,61
11,6,6,4,8,8
8,8,8,8,4,86
1,5,15,4,3,1
9,3,14,10,3,40
6,12,12,5,6,34
19,2,10,3,2,14
17,9,12,1,10,85
3,4,4,4,0,81
13,8,5,4,0,26
12,15,3,8,9,44
7,6,7,2,3,68
12,10,12,3,4,63
3,15,1,1,10,21
1,5,8,1,6,7
7,1,2,1,1,81
6,1,9,10,7,88
7,7,5,8,5,70
12,5,3,2,10,5
16,9,14,1,4,43
8,3,14,7,9,56
12,13,4,10,3,4
18,11,15,2,4,62
7,4,1,9,2,51
10,3,1,4,10,100
7,1,9,9,5,99
19,4,5,7,7,93
12,7,5,2,0,82
2,3,1,2,7,17
2,9,5,5,7,61
19,11,1,4,1,57
10,14,3,5,6,62
16,4,6,3,0,26
18,5,12,4,7,75
13,2,10,4,8,98
13,7,14,4,3,81
3,8,10,3,7,86
19,6,10,6,10,85
13,14,15,5,2,42
15,4,13,4,7,99
10,1,10,8,7,75
3,9,9,5,5,9
1,3,11,8,0,90
6,8,3,6,8,68
9,13,7,7,3,28
4,12,11,5,3,44
3,13,15,4,5,60
8,11,1,9,0,42
6,2,14,5,0,14
6,13,6,6,6,52
7,9,3,10,5,64
19,12,15,8,10,78
5,11,10,7,7,45
11,6,6,9,3,20
8,1,11,7,4,94
16,7,3,9,10,60
16,5,8,3,1,59
5,7,11,5,8,62
8,11,10,3,1,56
6,2,6,2,0,92
11,4,6,6,5,80
17,7,11,1,9,51
17,6,1,7,8,73
14,8,12,2,3,24
9,5,12,7,2,51
3,7,4,9,7,24
2,13,3,3,3,26
4,14,14,8,8,55
2,1,14,10,2,66
6,3,5,7,10,43
2,4,4,3,7,80
10,5,2,4,8,56
19,8,1,1,9,41
2,5,4,8,0,16
8,5,8,10,6,30
12,15,3,2,3,76
6,9,14,9,1,21
13,2,2,10,8,64
5,7,10,1,3,51
15,2,4,5,0,67
6,1,1,10,5,81
7,15,10,4,4,16
11,12,11,3,2,36
13,8,6,6,10,68
4,15,3,9,9,2
3,15,5,5,6,7
4,15,4,8,8,46
5,6,15,3,1,18
1,14,10,3,5,60
14,12,5,9,3,38
10,3,5,3,2,50
18,7,15,4,3,22
18,14,12,5,5,52
16,5,7,4,4,11
8,3,4,7,7,56
6,9,8,5,10,9
13,15,2,9,7,76
3,7,8,4,10,70
5,7,6,10,7,11
8,11,3,9,3,10
6,14,9,2,7,72
11,14,4,9,4,41
4,6,10,2,5,76
1,11,7,10,8,10
2,8,10,2,0,43
19,10,12,3,7,16
14,3,3,5,7,96
17,15,3,2,7,65
1,9,6,4,4,73
19,4,3,10,6,98
12,15,1,1,8,89
3,9,12,4,2,11
8,2,4,7,9,16
17,1,8,6,10,59
17,6,3,8,8,29
10,6,2,5,0,80
14,6,4,10,2,42
15,1,3,4,5,55
15,6,9,10,9,5
8,4,1,8,2,36
16,12,1,10,4,44
12,14,14,9,7,20
18,5,7,9,1,23
2,15,5,6,0,32
19,12,15,6,2,18
11,12,6,5,1,78
11,7,13,7,3,89
15,8,12,8,6,33
10,7,9,3,7,28
10,6,8,8,1,74
9,14,14,10,3,50
19,6,7,7,2,95
13,10,15,8,9,34
18,5,3,6,8,77
15,7,11,4,2,10
7,6,1,5,10,8
1,10,13,7,0,99
19,15,12,6,5,11
6,10,1,9,1,55
8,3,8,2,7,70
11,6,3,1,0,88
17,1,5,9,4,56
6,11,5,3,2,82
13,4,13,3,9,38
10,1,1,10,0,92
1,8,15,1,8,60
18,9,15,6,9,10
8,1,4,2,2,12
16,7,1,2,10,61
10,2,5,9,0,44
16,7,2,10,1,73
16,15,8,9,8,86
6,1,8,4,3,71
15,13,14,3,2,75
14,11,13,4,7,58
17,2,4,4,3,88
13,3,3,5,3,45
9,6,3,2,8,27
10,4,11,7,6,18
2,1,1,2,1,2
5,7,10,3,10,10
6,13,5,5,8,1
4,4,2,2,1,89
7,15,13,3,2,1
2,7,2,3,9,100
7,11,12,5,6,20
4,1,3,10,6,85
13,3,1,1,4,39
4,11,9,9,7,5
12,14,14,7,1,83
5,9,13,2,2,13
15,2,2,7,3,25
18,14,5,6,6,26
5,10,15,9,7,93
12,2,10,7,3,51
4,5,9,5,0,61
15,12,1,9,8,2
17,11,6,3,8,34
7,6,5,10,9,63
2,11,10,2,10,21
15,9,6,4,2,86
5,5,4,6,2,18
1,11,3,6,2,92
5,15,11,5,8,74
18,10,2,4,7,64
17,14,9,6,8,16
12,10,12,7,7,62
16,1,10,2,9,95
6,7,10,9,4,50
3,14,15,4,3,17
1,5,15,3,4,11
7,8,11,1,4,94
9,6,6,3,8,80
16,7,12,2,8,22
3,15,10,8,3,50
10,12,5,8,5,63
5,15,2,3,4,8
1,11,12,7,1,98
1,10,13,7,8,57
7,1,7,6,4,47
4,12,14,5,4,12
15,15,5,9,1,39
8,11,10,1,8,48
10,15,5,6,2,29
7,13,7,7,5,10
17,13,5,10,5,16
12,15,8,5,5,78
3,8,9,1,7,24
10,3,10,7,0,70
13,2,6,8,7,71
2,4,4,7,10,75
19,10,15,1,1,53
5,9,6,6,9,1
8,10,7,2,4,71
9,4,2,7,1,87
15,14,12,7,0,88
5,4,12,3,3,28
6,4,14,10,8,58
6,12,8,10,4,3
2,5,3,8,1,70
16,1,12,10,3,9
10,6,13,1,1,59
15,7,3,5,5,4
3,12,2,2,2,79
8,7,5,10,1,67
15,5,13,5,5,67
3,14,5,1,1,37
13,7,4,2,4,91
2,1,3,7,9,21
7,3,9,2,5,10
18,15,15,6,10,90
10,6,7,8,7,4
19,11,10,8,10,23
7,9,7,3,1,51
2,12,14,6,8,62
11,11,2,6,9,14
6,12,15,8,6,79
13,6,7,5,5,96
13,6,2,8,4,69
1,1,1,6,3,2
19,11,9,2,9,89
3,13,10,1,10,85
13,13,15,9,9,65
2,6,1,6,5,55
14,9,14,3,5,63
13,9,12,10,0,67
5,5,13,6,1,84
10,4,8,1,4,97
15,7,10,9,3,34
6,2,11,5,4,62
3,8,10,8,6,27
19,3,9,1,0,86
1,8,14,1,7,46
4,13,9,2,5,67
10,1,10,3,4,76
1,3,11,7,4,22
13,15,5,1,3,43
16,10,10,2,5,47
12,6,11,2,7,77
11,12,10,7,9,95
16,8,7,9,10,92
6,11,4,6,6,86
3,2,4,1,2,41
19,3,9,8,6,5
15,15,10,10,4,29
14,13,3,2,2,39
8,3,14,9,4,72
14,3,15,10,10,95
16,15,11,4,6,82
10,11,7,2,10,60
7,15,7,9,9,94
5,2,12,3,8,36
6,11,5,5,5,73
2,5,11,5,6,15
4,10,15,4,2,4
1,1,3,7,8,33
13,4,11,2,8,87
9,3,13,7,7,88
6,5,7,3,10,16
2,13,5,1,10,98
1,10,6,10,1,12
8,3,13,9,4,34
9,1,9,4,2,78
14,10,13,9,6,14
12,5,1,8,10,28
6,15,12,3,8,97
11,10,2,5,5,82
12,14,14,2,1,57
6,1,15,8,8,24
18,7,3,6,0,10
19,6,12,3,8,79
7,13,9,5,8,55
3,1,2,1,10,95
4,7,13,3,8,4
18,11,6,3,3,10
1,15,14,5,5,80
1,10,6,8,2,98
15,14,9,6,10,27
10,10,13,8,5,38
8,8,3,10,9,28
14,7,14,2,6,16
4,9,4,7,10,27
3,11,2,6,6,97
13,7,8,4,3,65
6,2,10,4,3,25
14,8,6,8,1,45
18,12,2,1,8,42
4,1,9,10,4,10
8,8,3,2,7,55
11,10,6,8,10,78
10,2,1,9,10,14
17,9,14,8,9,71
1,14,6,1,1,38
16,3,1,7,2,65
19,7,3,5,1,7
18,11,1,10,7,9
16,7,7,4,10,72
14,13,13,5,3,49
8,5,12,7,8,84
9,12,7,8,2,61
4,6,2,8,0,55
19,15,6,10,1,33
19,8,1,4,10,47
18,8,2,6,10,1
2,5,8,8,10,80
6,9,5,9,1,10
16,1,11,9,4,70
12,2,10,9,10,83
11,9,6,6,5,14
13,7,3,2,2,10
14,12,3,7,3,91
10,8,3,1,9,62
5,9,9,6,3,79
10,1,3,10,3,28
16,14,4,2,10,9
16,7,7,10,5,9
15,13,1,9,2,70
4,11,15,2,8,70
3,7,8,9,9,76
10,11,8,7,10,77
18,11,3,8,2,50
19,14,8,7,9,79
15,7,14,2,5,15
13,15,10,7,1,88
19,13,1,8,10,56
10,11,5,1,9,61
1,4,2,3,10,34
12,8,14,1,9,1
10,3,2,10,4,56
5,12,14,9,4,43
5,10,5,6,10,32
11,6,5,6,9,29
6,11,14,3,0,9
15,4,1,7,9,1
19,13,8,10,2,52
1,4,15,1,7,28
2,13,11,6,8,50
19,5,9,8,4,88
5,2,15,6,10,92
16,2,9,5,10,100
4,2,10,8,0,31
2,12,9,6,0,14
9,11,5,2,8,35
16,2,9,2,2,44
11,6,15,5,7,2
18,5,11,9,9,57
5,12,12,1,9,11
18,5,13,4,0,20
17,6,5,10,0,45
5,9,5,5,10,52
18,15,9,3,1,77
7,1,3,7,8,82
19,10,13,10,5,25
14,9,9,2,7,58
14,12,10,8,10,70
3,9,14,9,1,37
15,9,12,3,9,98
8,9,8,8,9,73
1,9,7,4,2,73
1,12,12,10,3,98
1,2,3,3,0,16
6,7,6,3,1,18
6,1,10,4,8,14
8,13,12,8,3,25
4,10,1,4,9,28
9,1,3,10,10,67
12,6,9,7,3,98
2,12,12,7,4,68
2,8,3,3,9,72
7,9,12,2,2,75
19,8,4,1,5,77
19,9,10,10,8,73
9,8,10,2,1,24
4,4,3,2,5,82
8,12,5,6,3,59
17,7,3,5,5,52
15,13,4,4,8,51
18,1,14,7,9,55
13,3,4,10,9,21
17,15,10,6,3,89
9,12,2,3,10,74
10,13,14,5,9,96
3,13,2,4,7,42
11,15,8,5,10,28
10,11,1,10,8,11
11,4,10,10,1,48
7,12,5,3,3,85
18,7,15,5,0,85
4,9,14,8,6,99
13,4,1,4,9,3
18,13,12,10,6,9
3,9,3,4,4,53
18,10,3,5,3,29
18,8,15,1,9,97
17,1,13,2,6,45
13,15,7,6,8,85
19,8,9,3,0,23
9,1,13,3,10,77
8,3,12,9,8,10
2,2,14,1,10,68
13,8,4,7,4,86
4,12,13,10,1,2
1,9,1,7,2,79
1,1,10,2,5,34
14,3,8,6,4,19
2,7,9,7,2,9
5,5,10,4,1,14
9,10,5,2,5,33
8,7,1,3,3,59
6,15,10,2,7,14
16,13,12,10,8,30
4,13,5,10,8,52
18,10,13,4,1,20
17,14,15,1,4,93
7,14,14,5,1,88
18,8,14,2,7,16
3,2,15,1,0,100
17,7,10,10,0,58
11,4,5,5,10,75
9,3,3,7,0,89
10,2,13,9,2,96
3,2,14,10,5,32
2,14,9,10,0,7
16,1,4,6,0,62
14,8,14,10,5,59
2,2,5,1,3,60
17,1,3,8,6,76
16,5,2,7,8,15
5,15,9,4,5,40
18,11,3,4,7,87
18,3,14,3,7,54
12,13,3,1,5,98
16,11,11,9,1,20
15,12,11,3,3,12
1,2,4,1,0,64
14,14,11,4,6,12
7,1,9,10,3,6
5,10,6,6,2,66
13,9,9,2,0,92
2,3,4,6,2,98
13,8,6,4,3,16
1,9,7,6,2,91
17,11,13,4,10,20
14,9,1,10,1,81
18,14,3,7,8,74
1,4,1,2,4,20
16,13,2,7,4,26
19,9,12,9,9,6
12,8,7,7,1,18
3,6,11,5,5,47
9,2,7,5,9,41
6,13,9,9,1,27
12,1,3,4,7,39
6,6,13,8,5,28
13,9,14,9,6,54
10,2,3,1,1,10
6,8,7,10,6,9
12,9,6,10,4,31
16,13,9,9,9,44
5,11,3,8,1,79
15,12,3,8,6,7
16,11,4,2,5,57
14,7,13,5,4,74
13,15,5,8,3,77
13,6,8,4,3,20
15,13,5,10,0,94
3,4,8,3,3,32
14,7,15,8,0,65
12,12,5,1,2,84
1,12,9,5,8,43
11,13,2,3,10,99
5,9,1,4,8,68
19,13,15,10,10,30
11,2,10,6,7,98
1,14,6,3,6,24
8,5,5,6,9,82
14,2,14,3,2,23
2,9,5,1,3,9
8,12,9,7,2,79
12,14,9,2,2,54
16,12,7,8,2,28
7,11,11,8,7,74
6,11,8,10,7,19
6,9,7,4,6,89
7,4,11,9,3,14
8,12,7,9,8,19
15,13,12,6,7,76
8,8,5,5,0,76
18,8,5,1,3,77
4,5,1,2,7,53
13,3,4,5,3,69
8,4,7,5,4,94
17,8,3,8,7,45
6,2,5,9,5,31
3,15,11,2,1,11
7,11,1,10,4,66
3,11,13,7,1,32
9,13,6,1,0,57
3,9,9,8,6,7
6,7,7,7,8,1
17,1,1,2,3,9
6,3,1,5,8,2
1,3,9,9,2,37
1,1,11,10,10,62
5,1,12,8,10,47
3,7,6,3,10,94
9,6,14,6,7,43
19,11,9,6,2,65
17,10,2,7,1,15
15,15,3,3,8,23
2,1,3,5,2,70
5,4,11,5,9,97
9,14,11,8,7,94
19,9,1,2,6,90
2,15,14,10,6,50
19,12,6,7,2,54
18,11,8,4,9,43
18,7,14,5,1,34
6,9,5,5,9,95
12,7,7,8,0,41
5,13,3,1,2,91
13,5,13,10,9,34
17,7,15,2,8,17
9,10,2,4,5,8
9,4,15,1,8,65
7,8,4,8,2,91
7,8,9,6,10,9
10,2,3,6,2,1
10,1,9,5,1,22
5,1,1,5,9,97
11,11,14,1,7,98
19,4,10,8,7,53
16,1,11,1,4,37
18,6,3,3,0,83
4,14,6,3,2,36
3,1,15,9,8,48
4,5,7,9,3,87
6,8,10,8,6,15
14,2,4,2,6,51
2,8,10,9,4,59
18,3,11,5,6,100
6,5,2,10,0,95
11,14,10,3,1,37
13,15,7,9,8,24
8,11,7,2,0,16
17,3,13,1,1,66
3,14,5,7,2,41
5,13,14,1,4,19
6,12,5,6,7,68
16,4,2,9,3,57
18,9,9,10,9,90
4,8,4,5,4,34
14,15,5,4,9,65
18,14,8,8,0,70
11,2,10,7,0,49
6,8,14,10,6,92
18,9,15,1,1,92
19,6,1,5,9,90
6,7,8,9,8,7
4,1,10,8,7,87
16,12,12,9,0,47
16,10,7,5,0,34
18,7,3,6,0,32
14,5,8,10,2,3
13,11,15,7,0,54
7,9,13,1,3,8
10,8,5,4,6,35
1,2,15,5,8,53
17,5,13,8,8,12
2,8,14,10,5,83
13,12,9,7,6,31
5,5,4,2,7,38
4,7,2,8,4,14
10,5,3,4,7,12
12,6,3,10,6,59
19,15,11,1,7,41
11,9,15,10,8,78
2,15,11,8,2,36
19,6,15,9,7,60
8,7,5,9,7,98
6,5,4,3,4,74
8,2,15,3,5,43
13,3,9,9,9,8
8,14,1,2,6,25
10,12,14,3,9,99
5,14,14,1,3,92
7,12,3,5,4,13
17,15,9,4,6,54
13,6,8,4,1,99
9,10,8,2,7,93
7,11,1,3,5,54
6,5,12,5,0,53
3,6,5,8,7,66
6,8,10,2,6,69
1,5,10,5,5,58
8,13,3,4,6,52
11,4,13,9,1,57
16,3,13,9,3,59
9,9,15,2,4,64
19,8,15,6,0,9
14,1,12,3,5,36
11,7,1,6,9,38
5,1,11,3,10,53
10,13,14,6,6,15
16,9,3,1,1,87
2,14,10,1,7,93
13,2,11,7,2,17
2,14,15,9,6,45
16,7,13,6,0,18
9,9,10,5,6,38
12,12,6,3,7,48
18,8,3,1,7,86
7,11,9,7,8,84
7,11,1,5,0,25
9,15,11,8,5,74
14,14,13,7,4,56
19,2,11,7,3,35
11,12,5,1,4,61
17,4,4,1,0,91
18,10,13,10,0,49
12,13,14,5,0,65
18,9,7,6,6,91
19,10,2,8,0,95
11,4,6,6,9,93
14,4,6,4,0,51
8,9,3,6,7,56
4,5,10,2,5,40
16,10,14,8,1,1
9,12,7,3,4,85
5,2,11,10,5,92
17,15,12,7,4,18
5,5,9,10,2,33
16,5,3,9,1,25
8,10,11,5,4,45
16,4,12,1,1,10
3,11,9,3,6,16
5,2,5,2,8,89
14,5,10,1,7,25
12,1,11,10,4,39
3,7,12,2,6,29
15,1,1,1,6,77
14,6,13,9,6,11
19,7,8,8,1,31
16,11,2,6,8,26
15,11,7,9,8,97
12,14,3,3,4,67
5,10,4,10,6,63
2,2,6,3,10,48
4,4,15,7,9,44
10,13,8,2,1,74
2,4,3,7,5,94
13,7,12,4,5,48
4,11,10,8,1,88
19,2,1,9,8,4
13,9,15,1,1,37
7,2,6,7,2,23
12,11,10,2,8,75
4,1,13,1,1,54
10,2,3,4,7,3
5,3,4,2,3,66
11,10,11,10,4,36
12,6,12,3,4,54
12,2,6,3,7,11
4,3,11,1,2,43
3,11,14,3,9,62
17,7,2,10,2,43
18,3,8,9,9,86
3,5,10,10,8,56
13,4,14,7,8,71
17,4,2,3,4,71
1,1,6,8,3,14
1,7,8,3,8,93
14,1,8,9,3,32
12,5,5,3,0,31
15,5,1,2,8,30
14,9,14,1,5,79
14,4,11,9,0,97
10,2,5,10,3,67
6,3,15,4,5,50
2,4,1,10,8,12
11,2,8,7,10,91
1,6,7,2,2,76
12,1,2,2,3,57
8,12,1,10,2,9
6,10,3,3,10,85
1,15,13,9,9,86
4,2,8,6,0,28
9,5,3,7,4,81
2,9,2,7,1,15
18,3,4,1,4,50
16,2,9,9,0,44
11,4,5,2,7,18
5,13,5,1,5,12
9,3,10,6,6,77
14,12,15,1,2,34
14,2,15,5,7,1
14,6,10,1,7,75
3,12,9,9,7,73
11,5,4,3,2,90
12,8,12,9,7,35
11,8,9,8,4,16
14,7,15,1,3,64
17,4,12,6,7,80
11,7,11,5,10,17
12,5,12,6,9,85
11,7,9,2,3,4
6,7,5,2,1,38
4,11,10,4,9,92
6,10,11,1,3,99
13,4,7,1,9,98
12,3,9,9,6,53
8,9,1,3,5,98
6,15,13,3,9,17
4,5,6,8,10,13
10,7,5,1,10,4
3,13,14,5,5,51
7,11,10,8,1,20
14,13,1,5,3,95
18,4,1,9,6,67
19,10,3,3,8,15
13,9,5,2,7,75
16,7,10,8,6,37
1,1,9,6,8,74
17,11,4,9,10,35
15,11,4,4,5,63
5,13,6,10,10,81
15,4,8,3,5,83
5,1,4,9,4,39
3,13,7,1,10,62
5,10,1,4,6,34
8,15,10,1,9,79
19,14,6,5,4,85
2,2,12,7,7,29
8,7,2,9,5,11
12,1,11,3,1,69
1,10,7,1,7,14
15,12,14,7,6,72
2,5,7,9,7,21
6,11,12,2,7,79
19,4,13,1,9,58
14,13,10,3,3,25
19,11,9,1,10,88
18,12,5,4,6,83
11,14,8,6,4,41
2,5,10,8,3,44
4,1,8,4,4,26
13,2,3,7,0,17
15,15,9,7,1,20
14,2,13,9,2,26
9,3,13,8,3,58
4,3,15,10,7,46
2,13,5,3,9,74
5,11,1,2,3,82
7,8,10,7,7,79
11,5,3,6,1,77
10,9,8,10,10,83
15,9,1,4,9,41
13,6,14,2,4,74
14,2,12,8,0,41
2,13,10,5,5,15
14,3,12,8,0,97
4,14,2,5,5,94
2,14,11,2,8,90
1,10,8,7,4,91
15,9,2,3,6,3
9,10,4,3,7,9
4,13,14,8,3,46
17,9,5,6,5,27
8,2,14,1,5,48
4,5,5,10,8,32
19,15,8,3,2,23
6,7,15,9,6,80
7,11,14,6,9,50
10,4,13,9,9,45
6,14,3,1,7,62
18,14,7,2,9,1
17,9,12,3,2,74
15,10,10,4,0,17
7,5,12,10,0,73
15,4,4,10,6,49
16,11,6,7,6,6
15,11,14,8,4,40
4,7,15,2,1,70
9,1,2,6,2,17
9,7,12,1,6,63
16,12,12,8,3,100
5,9,5,6,5,9
13,11,7,9,2,21
18,10,5,8,0,30
14,6,15,10,8,53
19,5,9,5,1,46
14,9,10,4,3,71
18,4,3,5,8,23
10,4,2,10,10,80
12,12,10,1,0,87
6,14,2,3,5,44
5,11,8,9,6,30
9,2,5,7,5,52
2,14,10,10,5,69
15,2,14,2,0,7
10,4,11,4,10,86
4,13,1,8,0,2
18,7,1,6,3,57
15,12,7,7,1,87
13,3,4,4,10,2
6,9,9,6,8,67
4,12,6,7,6,43
13,7,3,7,6,3
14,6,11,5,1,65
6,10,11,4,8,31
5,3,13,9,2,74
2,10,15,6,2,86
11,6,10,3,9,39
15,13,9,7,9,56
11,13,4,8,0,66
8,6,11,8,4,11
9,11,15,7,1,48
7,2,5,5,1,72
11,6,12,6,7,93
6,6,2,5,5,82
6,9,12,2,3,59
16,12,4,8,1,11
13,5,9,4,0,77
10,12,6,5,9,72
7,8,7,8,8,9
16,2,1,8,0,60
13,3,14,7,6,29
12,2,11,3,0,80
14,5,13,3,9,78
5,7,6,4,2,28
5,1,12,1,8,58
7,15,10,3,7,47
4,3,7,7,9,24
3,8,4,10,0,1
14,10,15,7,5,36
19,9,6,3,5,46
8,14,12,4,8,12
1,13,4,6,5,24
7,13,6,8,7,11
1,8,6,9,6,8
4,9,11,8,4,97
13,10,14,3,3,65
4,2,10,8,6,92
17,12,12,2,2,84
6,7,12,8,4,24
5,13,5,8,1,37
18,8,13,3,7,5
19,1,11,8,2,87
17,13,13,5,3,87
9,1,1,3,3,48
12,6,4,10,0,43
17,4,14,6,5,83
6,12,6,10,2,91
6,7,5,6,3,94
8,11,1,1,8,77
10,5,5,5,7,18
2,8,9,9,1,17
17,2,2,7,7,88
17,11,14,5,0,59
16,3,1,3,0,86
12,10,5,9,10,72
15,1,7,6,9,95
8,15,9,7,4,70
18,1,1,1,8,65
2,5,4,10,3,86
13,7,5,5,10,60
1,2,2,2,5,10
1,10,1,2,5,34
4,14,15,2,10,28
2,14,3,2,4,62
12,9,5,5,8,64
3,2,1,3,9,36
16,15,1,10,4,14
14,4,1,5,4,95
17,3,10,1,5,90
16,3,9,9,1,68
19,2,5,10,8,69
4,12,4,6,9,89
11,2,13,8,4,71
7,15,4,10,1,94
2,13,3,5,7,39
5,3,8,8,8,100
14,12,5,7,4,70
10,10,15,6,5,13
3,6,12,8,0,87
14,6,10,10,0,6
19,5,7,9,3,92
19,13,3,1,2,50
5,8,4,1,1,21
13,14,5,2,6,71
11,15,4,8,2,49
16,2,12,3,2,73
15,3,15,10,0,99
11,3,8,8,1,95
17,8,15,2,10,16
12,11,9,9,8,1
1,8,2,5,1,95
19,6,15,7,7,12
2,14,4,6,10,98
17,14,12,9,9,93
7,10,9,3,9,83
5,7,9,6,9,1
8,10,14,4,7,57
7,6,11,5,6,47
10,2,13,9,6,6
15,8,14,3,0,76
4,5,1,9,3,11
6,9,5,7,3,80
14,6,3,7,7,15
19,13,1,4,2,13
3,12,8,10,10,12
6,2,3,5,3,36
7,10,13,2,6,84
7,7,10,10,2,73
1,8,13,7,3,19
17,2,1,6,0,36
11,6,5,6,10,69
19,12,3,7,4,50
11,11,7,9,1,51
16,12,11,5,5,81
9,10,12,6,10,72
1,5,10,10,6,30
13,3,4,5,6,45
9,4,14,7,4,89
18,9,10,10,1,36
6,3,13,5,6,39
14,4,13,6,2,4
4,10,11,4,7,34
8,13,5,10,4,38
17,6,6,5,7,77
13,5,7,4,0,8
7,4,6,3,5,27
13,11,7,9,2,64
15,7,9,4,2,12
1,7,1,3,3,5
14,6,13,3,9,40
11,12,7,4,6,34
14,6,9,8,5,22
17,12,11,9,7,6
2,6,11,9,2,4
13,6,10,10,8,34
14,12,1,6,3,57
8,4,4,3,10,76
13,3,3,2,8,42
7,12,3,8,9,89
3,12,13,8,1,22
8,1,13,5,2,51
7,15,4,9,2,60
8,6,8,10,3,79
15,12,9,9,8,100
19,11,6,7,8,54
16,8,8,5,1,90
9,5,7,8,3,72
2,4,2,10,3,60
1,10,8,8,4,40
15,9,15,9,8,78
1,10,5,3,1,73
13,13,2,2,7,59
8,15,8,5,4,90
10,13,14,1,6,11
14,5,8,10,5,40
6,2,15,9,4,89
9,10,2,7,8,41
12,6,3,9,9,11
10,9,2,7,4,49
17,3,2,5,3,49
15,12,14,4,5,7
15,2,5,5,8,61
11,2,13,1,5,78
6,10,8,5,2,22
14,8,5,4,4,53
10,13,3,7,3,39
7,5,11,8,8,68
7,13,2,10,9,89
10,13,11,4,9,93
2,13,7,6,8,28
12,14,3,7,5,53
